주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),최종데이터 동기화 시간,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,구,행정동
1473013,방이습지 노상공영주차장(구),송파구 방이동 452-4,NS,노상 주차장,5,시간제 + 버스전용 주차장,,1,Y,유료,N,야간 미개방,900,1800,2020-11-16 11:49:04,150.0,5.0,150.0,5.0,0.0,송파구,방이동
1473063,봉상시길(구),송파구 잠실동 194-4,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 10:10:28,250.0,5.0,0.0,0.0,0.0,송파구,잠실동
1473195,방이습지 노상공영주차장(구),송파구 방이동 452-12,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2020-11-16 11:49:31,150.0,5.0,150.0,5.0,0.0,송파구,방이동
1473680,교통공원길(C) 노상공영주차장(구),송파구 신천동 7-21,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2020-11-16 11:43:09,250.0,5.0,250.0,5.0,24000.0,송파구,신천동
1473749,봉상시길(구),송파구 잠실동 197-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 10:12:51,250.0,5.0,0.0,0.0,0.0,송파구,잠실동
1473764,교통공원길(B) 노상공영주차장(구),송파구 신천동 7-21,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2020-11-16 11:45:38,250.0,5.0,250.0,5.0,24000.0,송파구,신천동
1473782,봉상시길(구),송파구 잠실동 178-7,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 10:13:02,250.0,5.0,0.0,0.0,0.0,송파구,잠실동
1473899,로데오길(B) 노상공영주차장(구),송파구 문정동 3-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2200,2020-11-16 11:46:48,150.0,5.0,150.0,5.0,0.0,송파구,문정동
1473950,로데오길(A) 노상공영주차장(구),송파구 가락동 107-18,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2200,2020-11-16 11:46:30,150.0,5.0,150.0,5.0,0.0,송파구,가락동
1474485,로데오길(C) 노상공영주차장(구),송파구 문정동 3-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2200,2020-11-16 11:47:07,150.0,5.0,150.0,5.0,0.0,송파구,문정동
1474529,교통공원길(A) 노상공영주차장(구),송파구 신천동 10-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2020-11-16 11:46:00,250.0,5.0,250.0,5.0,24000.0,송파구,신천동
1475183,공유) 상도2동 170-27(구),동작구 상도동 170-13,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-23 15:53:23,0.0,0.0,0.0,0.0,0.0,동작구,상도동
1475622,성내역(잠실나루역) 공영주차장(시),송파구 신천동 11-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-10-07 16:39:33,250.0,5.0,250.0,5.0,,송파구,신천동
1476106,공유) 사당1동 가블럭(구),동작구 사당동 1001-37,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-23 16:55:49,0.0,0.0,0.0,0.0,0.0,동작구,사당동
1476851,공유) 대방동 주민센터앞(구),동작구 대방동 466-67 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-23 16:14:28,0.0,0.0,0.0,0.0,0.0,동작구,대방동
1477183,공유) 사당3동 다블럭(구),동작구 사당동 169-16 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-23 17:05:02,0.0,0.0,0.0,0.0,0.0,동작구,사당동
1477372,동작대교(위) 공영주차장(시),동작구 동작동 316-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1300,2200,2021-10-07 16:23:17,260.0,5.0,260.0,5.0,0.0,동작구,동작동
1477731,동작갯마을(구),동작구 동작동 102-65,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:11:54,150.0,5.0,0.0,0.0,35000.0,동작구,동작동
1486298,삼성동제1공영(구),관악구 신림동 808-498,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:25:35,150.0,5.0,0.0,0.0,0.0,관악구,신림동
1486676,삼성동제1공영(구),관악구 신림동 322-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:26:04,150.0,5.0,0.0,0.0,0.0,관악구,신림동
1487080,낙성대제2공영(구),관악구 봉천동 220-8,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:24:36,150.0,5.0,0.0,0.0,0.0,관악구,봉천동
1487210,낙성대제1공영(구),관악구 봉천동 1627-12,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:24:58,150.0,5.0,0.0,0.0,0.0,관악구,봉천동
1487262,신림동제2공영(구),관악구 신림동 1472-4,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2000,2020-11-04 11:17:35,250.0,5.0,0.0,0.0,0.0,관악구,신림동
1487279,서원동제1공영(구),관악구 신림동 1642-7,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1100,2100,2019-06-10 10:25:13,250.0,5.0,0.0,0.0,0.0,관악구,신림동
1491380,공유) 151-100(구),강남구 삼성동 111-57,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-10-11 10:41:17,0.0,0.0,0.0,0.0,0.0,강남구,삼성동
1495130,선릉로146길(구),강남구 청담동 77-27,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2000,2019-11-28 11:33:03,400.0,5.0,800.0,5.0,30000.0,강남구,청담동
1495317,논현로28길(구),강남구 도곡동 524-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-09-20 20:35:23,300.0,5.0,600.0,5.0,24000.0,강남구,도곡동
1495470,대치동507-3(구),강남구 대치동 507-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-09-10 20:35:00,300.0,5.0,600.0,5.0,24000.0,강남구,대치동
1495635,선릉로132길(구),강남구 청담동 77-84,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-09-20 20:39:58,400.0,5.0,800.0,5.0,30000.0,강남구,청담동
1496178,강남대로150길(구),강남구 논현동 280-1,NS,노상 주차장,1,시간제 주차장,02-1544-3113,1,Y,유료,N,야간 미개방,1000,2000,2021-03-18 11:04:10,400.0,5.0,800.0,5.0,,강남구,논현동
1496246,동호대교(남) 공영주차장(시),강남구 압구정동 435-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 16:36:27,170.0,5.0,170.0,5.0,0.0,강남구,압구정동
1496816,대치유수지(구),강남구 대치동 78-29,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-09-10 20:41:48,200.0,5.0,400.0,5.0,16000.0,강남구,대치동
1496832,개봉1동노상(구),구로구 개봉동 416-285,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:18:21,100.0,5.0,0.0,0.0,0.0,구로구,개봉동
1499771,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 15:24:44,260.0,5.0,260.0,5.0,0.0,구로구,구로동
1499959,가마산고가밑 공영주차장(시),구로구 구로동 414-13,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 15:26:40,120.0,5.0,120.0,5.0,0.0,구로구,구로동
1503968,등촌3동 구암길(구),강서구 등촌동 695-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:42:07,250.0,5.0,250.0,5.0,10000.0,강서구,등촌동
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:42:11,100.0,5.0,100.0,5.0,5000.0,강서구,가양동
1504108,등촌3동 꿈나무길(구),강서구 등촌동 701-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:43:03,250.0,5.0,250.0,5.0,10000.0,강서구,등촌동
1504401,방신시장 고객주차장(구),강서구 방화동 858-0,NS,노상 주차장,1,시간제 주차장,02-2666-4080,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:45:49,250.0,5.0,0.0,0.0,0.0,강서구,방화동
1505140,망원 유료 주차장(구),마포구 망원동 394-79,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:36:09,150.0,5.0,150.0,5.0,0.0,마포구,망원동
1505286,경남 공영주차장(구),마포구 서교동 376-5,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1100,2100,2019-06-10 10:37:54,250.0,5.0,250.0,5.0,0.0,마포구,서교동
1505392,새물결 노상 공영주차장(구),마포구 동교동 165-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1200,2300,2019-06-10 10:39:10,400.0,5.0,400.0,5.0,0.0,마포구,동교동
1505475,동교동 노상 공영주차장(구),마포구 서교동 332-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1200,2300,2019-06-10 10:39:12,400.0,5.0,400.0,5.0,0.0,마포구,서교동
1506990,당인 유료 주차장(구),마포구 합정동 362-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1100,2100,2019-06-10 10:33:47,300.0,5.0,300.0,5.0,0.0,마포구,합정동
1509383,대림상가노상공영주차장(구),중구 산림동 174-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8363,1,Y,유료,N,야간 미개방,900,2000,2019-06-10 10:38:34,500.0,5.0,500.0,5.0,0.0,중구,산림동
1509565,배오개길 공영주차장(시),중구 예관동 22-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-08 14:40:11,680.0,5.0,680.0,5.0,,중구,예관동
1509638,국립의료원옆 노상공영주차장(구),중구 을지로6가 18-79 0,NS,노상 주차장,1,시간제 주차장,02)2280-8367,1,Y,유료,N,야간 미개방,800,2200,2019-06-10 10:26:20,350.0,5.0,350.0,5.0,0.0,중구,을지로6가
1510533,맑은내길 노상공영주차장(구),중구 신당동 213-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8367,1,Y,유료,N,야간 미개방,0,2400,2019-06-10 10:31:02,500.0,5.0,500.0,5.0,0.0,중구,신당동
1510538,남평화시장앞 노상공영주차장(구),중구 신당동 779-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8367,1,Y,유료,N,야간 미개방,0,2400,2019-06-10 10:31:04,500.0,5.0,500.0,5.0,0.0,중구,신당동
1510828,다동쉼터 노상공영주차장(구),중구 다동 46-0 0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,2200,2019-06-10 10:32:54,600.0,5.0,600.0,5.0,0.0,중구,다동
1511118,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-08 14:39:12,680.0,5.0,680.0,5.0,0.0,중구,인현동1가
1511151,남대문 화물 공영주차장(시),중구 남대문로4가 24-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 16:50:28,400.0,5.0,400.0,5.0,,중구,남대문로4가
1511243,삼풍상가 노상 공영주차장(구),중구 인현동2가 56-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8367,1,Y,유료,N,야간 미개방,900,2000,2019-06-10 10:37:09,500.0,5.0,500.0,5.0,0.0,중구,인현동2가
1511637,국제화재빌딩옆 노상 공영주차장(구),중구 남대문로5가 145-0 0,NS,노상 주차장,1,시간제 주차장,02)3789-7756,1,Y,유료,N,야간 미개방,700,2100,2019-06-10 10:40:17,500.0,5.0,500.0,5.0,0.0,중구,남대문로5가
1511731,뉴국제호텔 앞 노상 공영주차장(구),중구 태평로1가 18-0 0,NS,노상 주차장,1,시간제 주차장,02)842-0024,1,Y,유료,N,야간 미개방,800,2200,2019-06-10 10:41:04,600.0,5.0,600.0,5.0,0.0,중구,태평로1가
1511779,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2021-10-08 09:35:54,330.0,5.0,330.0,5.0,0.0,중구,회현동1가
1512185,남산소파길 공영주차장(시),중구 예장동 8-172,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2021-10-08 10:53:42,250.0,5.0,250.0,5.0,0.0,중구,예장동
1513331,송림 기사식당길 공영주차장(구),광진구 자양동 794-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:31:22,200.0,5.0,400.0,10.0,0.0,광진구,자양동
1513624,신성시장길노상공영주차장(구),광진구 구의동 558-11,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:58:11,250.0,5.0,250.0,5.0,0.0,광진구,구의동
1513786,신성시장길공영노상주차장(구),광진구 중곡동 83-23,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:58:15,250.0,5.0,250.0,5.0,0.0,광진구,중곡동
1515727,신성시장길공영노상주차장(구),광진구 중곡동 88-21,NS,노상 주차장,1,시간제 주차장,02-456-2591,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:57:25,250.0,5.0,250.0,5.0,0.0,광진구,중곡동
1515927,송림기사식당길(B) 공영주차장(구),광진구 자양동 601-9,NS,노상 주차장,1,시간제 주차장,02-2049-4540,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:57:35,200.0,5.0,200.0,5.0,0.0,광진구,자양동
1515930,송림 기사식당길 공영주차장(구),광진구 자양동 227-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 10:57:37,200.0,5.0,200.0,5.0,0.0,광진구,자양동
1520881,공유) 주양쇼핑옆 주차장(구),강동구 명일동 47-21,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-11-05 10:50:29,250.0,5.0,250.0,5.0,0.0,강동구,명일동
1522153,공유) 주양쇼핑앞 주차장(구),강동구 명일동 48-26 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-05 10:53:34,0.0,0.0,0.0,0.0,0.0,강동구,명일동
1523431,공유) 15-가600구간(구),강동구 성내동 583-0,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-05 10:43:51,0.0,0.0,0.0,0.0,0.0,강동구,성내동
1523441,거주자우선주차장(구),강동구 성내동 540-0,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 10:53:44,250.0,5.0,250.0,5.0,0.0,강동구,성내동
1524244,서부간선도로(구),금천구 가산동 557-4,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:50:53,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1524977,사조냉장-무등실업(구),금천구 독산동 303-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:53:22,250.0,5.0,0.0,0.0,15000.0,금천구,독산동
1525163,SJ테크노빌(구),금천구 가산동 60-19,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:53:55,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1525172,가산동 금천교 공영주차장(시),금천구 가산동 691-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 15:29:15,200.0,5.0,200.0,5.0,0.0,금천구,가산동
1525739,두산공원A~B(구),금천구 가산동 153-18,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:56:17,500.0,10.0,500.0,10.0,15000.0,금천구,가산동
1525836,두산공원A~B(구),금천구 독산동 298-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:56:35,500.0,10.0,500.0,10.0,15000.0,금천구,독산동
1525874,세일철강~LG전자연구소(구),금천구 가산동 319-15,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:56:39,500.0,10.0,500.0,10.0,15000.0,금천구,가산동
1525889,가산중뒤(구),금천구 독산동 300-21,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2020-11-06 16:08:38,250.0,5.0,0.0,0.0,15000.0,금천구,독산동
1525943,만승뒤(협동봉제조합)(구),금천구 가산동 139-31,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:50:38,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1525963,가산중앞(구),금천구 독산동 300-26,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:50:39,250.0,5.0,0.0,0.0,15000.0,금천구,독산동
1526388,기륭전자(구),금천구 가산동 219-7,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:51:35,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1526488,가산디지털환승(구),금천구 가산동 35-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:51:48,150.0,5.0,0.0,0.0,10000.0,금천구,가산동
1526548,삼환아파트(구),금천구 독산동 1004-6,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:52:08,250.0,5.0,0.0,0.0,15000.0,금천구,독산동
1526780,BYC(구),금천구 가산동 371-57,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:53:01,500.0,10.0,500.0,10.0,15000.0,금천구,가산동
1526868,국도화학(구),금천구 가산동 345-26,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:53:07,500.0,10.0,500.0,10.0,15000.0,금천구,가산동
1526922,덕성엔앰피(구),금천구 가산동 345-15,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:53:32,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1527038,LG텔레콤(구),금천구 가산동 60-36,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,830,1900,2019-06-10 10:53:59,250.0,5.0,0.0,0.0,15000.0,금천구,가산동
1527424,독산동 금천교 공영주차장(시),금천구 독산동 181-4,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 15:34:15,400.0,5.0,400.0,5.0,0.0,금천구,독산동
1527514,공유) 가산동 01-51구역(구),금천구 가산동 4-2 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2020-02-24 10:49:43,0.0,0.0,0.0,0.0,0.0,금천구,가산동
1527891,범일운수~신세계물류센터(구),금천구 독산동 1001-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 10:56:50,500.0,10.0,500.0,10.0,15000.0,금천구,독산동
1530090,방배중앙로 노상공영주차장(구),서초구 방배동 760-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2000,2019-06-10 11:17:28,250.0,5.0,500.0,10.0,0.0,서초구,방배동
1531733,공유) 3-66(구),서초구 서초동 1741-3,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-10-11 10:58:40,0.0,0.0,0.0,0.0,0.0,서초구,서초동
1532383,방배복개도로 제1지역 노상공영주차장(구),서초구 방배동 443-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2300,2020-08-21 14:06:31,500.0,10.0,500.0,10.0,0.0,서초구,방배동
1532458,방배복개도로 제2지역 노상공영주차장(구),서초구 방배동 439-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2300,2020-08-21 14:41:49,250.0,5.0,500.0,10.0,0.0,서초구,방배동
1532482,방배중앙로 노상공영주차장(구),서초구 방배동 760-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,1000,2000,2019-06-10 11:16:22,250.0,5.0,500.0,10.0,0.0,서초구,방배동
1533237,뚝도시장(구),성동구 성수동2가 335-60,NS,노상 주차장,1,시간제 주차장,02-461-0484,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:11:06,250.0,5.0,500.0,10.0,10000.0,성동구,성수동2가
1535945,거주자우선주차장(구),성동구 마장동 494-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:14:02,250.0,5.0,250.0,5.0,10000.0,성동구,마장동
1535957,마장동거주자우선주차장(구),성동구 마장동 812-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 11:14:05,250.0,5.0,250.0,5.0,10000.0,성동구,마장동
1535968,마장축산물시장 남문(구),성동구 마장동 805-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:14:09,250.0,5.0,250.0,5.0,10000.0,성동구,마장동
1537855,마장축산물시장 현대아파트 앞 노상공영주차(구),성동구 마장동 84-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:07:06,250.0,5.0,250.0,5.0,10000.0,성동구,마장동
1538410,신월1동저지복개1구역(구),양천구 신월동 228-1,NS,노상 주차장,1,시간제 주차장,02-2698-1386,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:10:25,150.0,5.0,300.0,10.0,9000.0,양천구,신월동
1538733,성수역 3번출구 앞(구),성동구 성수동2가 276-5,NS,노상 주차장,1,시간제 주차장,02-2204-7970,1,Y,유료,N,야간 미개방,900,1800,2021-08-20 13:37:22,250.0,5.0,250.0,5.0,10000.0,성동구,성수동2가
1539735,신월5동복개주차장(구),양천구 신월동 53-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:07:45,150.0,5.0,300.0,10.0,0.0,양천구,신월동
1539856,법안정사(구),양천구 목동 907-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 11:08:29,250.0,5.0,250.0,5.0,0.0,양천구,목동
1540938,부영그린(구),양천구 목동 908-35,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,2100,2019-06-10 11:04:02,250.0,5.0,250.0,5.0,0.0,양천구,목동
1541238,교보생명옆 노상주차장(구),영등포구 당산동2가 21-26,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:05:24,250.0,5.0,300.0,10.0,15000.0,영등포구,당산동2가
1541383,경남아파트 앞 노상주차장(구),영등포구 당산동3가 56-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:05:43,100.0,5.0,200.0,10.0,6000.0,영등포구,당산동3가
1541550,곰달래로5길 노상(구),양천구 신월동 126-36,NS,노상 주차장,1,시간제 주차장,02-2698-1386,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:06:09,150.0,5.0,300.0,10.0,9000.0,양천구,신월동
1543207,동문굿모닝탑 옆(구),양천구 신정동 324-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:02:35,150.0,5.0,150.0,5.0,0.0,양천구,신정동
1543403,동문굿모닝탑 옆(구),양천구 신정동 324-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:03:31,150.0,5.0,150.0,5.0,0.0,양천구,신정동
1543471,공유) 당산1동거주자우선주차장(구),영등포구 당산동3가 76-1 ,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-26 17:48:32,0.0,0.0,0.0,0.0,0.0,영등포구,당산동3가
1543692,경남아파트 앞 노상주차장(구),영등포구 영등포동7가 56-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:05:09,100.0,5.0,200.0,10.0,6000.0,영등포구,영등포동7가
1543911,교보생명 앞 노상주차장(구),영등포구 양평동1가 71-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:05:55,250.0,5.0,500.0,10.0,15000.0,영등포구,양평동1가
1543934,신월1동저지복개2구역(구),양천구 신월동 90-1,NS,노상 주차장,1,시간제 주차장,02-2698-1386,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:06:12,150.0,5.0,300.0,10.0,9000.0,양천구,신월동
1544029,렉싱턴호텔뒤 노상주차장(구),영등포구 여의도동 13-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:36:02,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1544062,대신시장 노상주차장(구),영등포구 신길동 116-15,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-10 11:19:43,100.0,5.0,200.0,10.0,6000.0,영등포구,신길동
1544141,삼환아파트 앞 노상주차장(구),영등포구 문래동4가 41-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:07:01,250.0,5.0,500.0,10.0,15000.0,영등포구,문래동4가
1544310,벽산디지털밸리앞 노상주차장(구),영등포구 문래동5가 5-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:07:38,500.0,5.0,500.0,10.0,15000.0,영등포구,문래동5가
1544724,동아빌딩앞 노상주차장(구),영등포구 여의도동 14-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:35:10,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1544790,당산고가밑 공영주차장(시),영등포구 당산동5가 9-15,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 15:37:33,260.0,5.0,260.0,5.0,,영등포구,당산동5가
